,city,job_title,company_name,location,summary,salary,og_salary_period
48,new york,senior data scientist,dstillery,new york  ny, support and improve existing data science products  professional experience working with data to develop innovative products in a business context    ,,
49,new york,research data associate,nyu school of medicine,new york  ny, ras will assist with data cleaning and data management  data duties ras will enter all assessment data into qualtrics and redcap    ,,
50,new york,senior associate  data scientist  new york  new york ,new york life insurance co,new york  ny, senior associate  data scientist  new york  new york    3  demonstrated expertise utilizing big data tools to access and extract cloud based data    ,,
51,new york,data scientist,morgan stanley,new york  ny, morgan stanley research technology is looking for a data scientist to help with designing and implementing complex machine learning models and solving business   ,,
52,new york,data engineer,aetion,new york  ny, you will work closely with our scientists to understand client data sets and validate data integrity  source data analysis     ,,
53,new york,data scientist,digital reasoning,new york  ny, as a data scientist  you’ll solve a wide range of unstructured data  text nlp  audio  image  problems our customers have by first understanding them  designing   ,,
54,new york,senior data scientist   banking analytics,mckinsey   company,new york  ny, as one of the fastest growing parts of our firm  new ventures has more than 1 000 dedicated professionals  including more than 800 analysts and data scientists    ,,
55,new york,junior data engineer,jw player,new york  ny, the data team at jw player is responsible for processing all of this data and making it available as meaningful metrics    ,,
56,new york,senior associate  data scientist,capital one,new york  ny, senior associate  data scientist  writing software to clean and investigate large  messy data sets of numerical and textual data    ,,
57,new york,data scientist,adtheorent,new york  ny, we are looking to hire a results oriented data scientist with experience in data analysis and predictive modeling    ,,
58,new york,data scientist,abilto  inc,new york  ny, data   analytics team  data   analytics team culture:  as a data scientist at ableto  you will work in a uniquely cross functional capacity  helping teams   ,,
60,new york,statistician,united nations,new york  ny, experience in integration of national data  information systems or similar collaborative data systems is desirable    ,,
61,new york,research analyst,the after school corporation,new york  ny, familiarity with nyc doe data or other complex school district data preferred  collect  enter  clean and manage survey data    ,,
62,new york,data scientist,nielsen,new york  ny, data scientist  job location:  data aggregation techniques  data visualization tools  e g  big data technologies and machine learning    ,,
64,new york,scientist   business process modeling and simulation,aig,new york  ny, aig science is the hub for decision sciences at aig and includes a cross disciplinary research development team of scientists    ,,
65,new york,data analyst,nyu school of medicine,new york  ny, cultivate deep familiarity with methodological approaches and data from diverse sources including big data platforms  large administrative databases  small   ,,
66,new york,machine learning engineer   ny,morgan stanley,new york  ny, we are looking for someone to join our team of machine learning engineers and data scientists and help us leverage machine learning to solve financial   ,,
67,new york,data scientist,lorven technologies,new york  ny, exposure with big data platforms such as hadoop  spark  building data warehouses and data lakes in cloud like aws azure etc      ,,
68,new york,statistical  database marketing analyst,fullbeauty brands,new york  ny, ma ms degree in statistics  data science or related analytical field of study  capability to execute the complete modeling process from data extraction   ,,
69,new york,data analytics engineer,fractal industries,new york  ny, refactor algorithms created by our data scientists into production quality and operational code  data analytics – cyber team lead    ,,
70,new york,research analyst  grid edge microgrids  greentech media  gtm ,wood mackenzie,new york  ny, contribute to gtm research's growing base of data tracking and database oriented products and services  we provide market intelligence in the form of research   ,,
71,new york,research analyst   media,spectrum,new york  ny, arm sales with ratings analysis to drive rates and inform sales of opportunities including use of nielsen data and proprietary set top box data    ,,
72,new york,data scientist,dia co,new york  ny, you are a data science ph d  can write code for data analysis and producing results  e g  a leadership team that trusts and embraces tech and data    ,,
73,new york,data scientist,gilt groupe,new york  ny, the day to day of a data scientist  the data team is composed of data engineers and data scientists  and sits within the gilt tech organization    ,,
75,new york,data science manager,harpercollins publishers inc ,new york  ny, manages a small team of data scientists  promotes data science across the business globally  translates business challenges into data science problems and   ,,
76,new york,sr  data analyst,nyu school of medicine,new york  ny, the senior data analyst will bring data analytic skill  together with passion and vision  to create and oversee an innovative data station that will allow the   ,,
77,new york,data visualization engineer,massmutual financial group,new york  ny, additionally  the candidate should be able to handle building  open source  visualization libraries  written in r  python  and javascript as well as construct   ,,
78,new york,data scientist,blue state digital,new york  ny, we’re looking for a data scientist to join our engineering team  use data to build a better world  as a data scientist  you'll work on a team that is growing   ,,
79,new york,temporary research analyst   smithsonian channel,smithsonian networks,new york  ny, some knowledge of nielsen tv ratings data  # temporary research analyst   smithsonian channel    ,,
81,new york,senior data scientist,verizon,new york  ny, familiarity and experience with creating analytical data sets  in depth experience with exploratory big data discovery through the use of technologies such as   ,,
84,new york,research analyst   consumer intelligence,showtime,new york  ny, day to day management of the sni tracking study   executing requests to the vendor  reviewing and evaluating data deliverables and interpreting data    ,,
85,new york,student intern   orthopedics,mount sinai health system,new york  ny, the candidate will meet with a faculty scientist or lab  and possibly pilot data to support the submission of collaborative research  the mount sinai health    ,,
86,new york,data scientist  analytics,global strategy group,new york  ny, working alongside a highly accomplished team in a fast paced environment  data scientists handle multiple projects at any given time for different internal   ,,
88,new york,equity research and data analyst,1010data,new york  ny, data science background a plus  1010data is a highly differentiated product that is becoming the industry standard for big data discovery and data sharing    ,,
91,new york,sr  data scientist   test   learn analytics,j crew group  inc ,new york  ny, senior data scientist – test and learn analytics  handle missing data through an algorithmic approach such as multiple imputations to enable insights in sparse   ,,
92,new york,data scientist,placeiq,new york  ny, data scientists analyze placeiq hyperlocal data sources to develop accurate predictions of audience and behavior    ,,
93,new york,senior data scientist,loadsmart,new york  ny, we are looking for a senior data scientist to join us in obsessing about machine learning algorithms to solve logistic issues    ,,
94,new york,data scientist,mitchell martin,manhattan  ny, the data scientist role will be a core function to ensure effective implementation of the gbm big data  operations  client mi  regulatory data change  data   ,,
95,new york,data scientist,gamechanger,new york  ny, as a data analyst  you’ll transform the terabytes of data in our data warehouse into actionable intelligence for use by stakeholders throughout the company    ,,
96,new york,data science summer intern,lazard ltd ,new york  ny, job description the summer data science intern at lazard will work within the corporate strategy team  the primary responsibility is to,,
97,new york,data scientist,pfizer  inc ,new york  ny, day to day  the data scientist will actively support data aggregation and analysis efforts by groups across pfizer research development    ,,
98,new york,agency lending quantitative analyst,citi,new york  ny, source relevant data and deliver scalable models that use financial modelling to support data driven decision making for trading    ,,
99,new york,research analyst,nielsen,new york  ny, oversee all data processing and tabulation activities:  data cleaning  recoding  weighting schema development  tab spec creation  comprehensive table checking    ,,
100,new york,data scientist,tapad,new york  ny, tapad is looking for an experienced data scientist to join our media intelligence team  the data scientist will work on new ways of leveraging the core of our   ,,
101,new york,lead data scientist,aetna,new york  ny, deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources    ,,
102,new york,senior data scientist  ad tech,dailymotion,new york  ny, as senior data scientist  ad tech you will:  become a strong member of a global team of data scientists with ad tech experience    ,,
103,new york,v a research analyst,cushman   wakefield,new york  ny, provides an advanced level of research support in ensuring data integrity  write about and analyze proprietary market data  both historical and future     ,,
104,new york,scientific software developer  protein ligand database,schrodinger,new york  ny, problems include scientific workflow execution  molecular design  search  experimental data management  scientific analytics  and real time collaboration    ,,
105,new york,data scientist,rockstar new york,new york  ny, rockstar games are seeking an experienced data scientist to join our analytics practice and help advance our business intelligence capabilities    ,,
106,new york,research scientist,nyu school of medicine,new york  ny, involved in specimen accessioning and data collection  including all manual and computerized data entry  we have an exciting opportunity to join our team as a   ,,
107,new york,data engineer,weight watchers international,new york  ny, work closely with our data scientists to help build complex algorithms that provide unique insights into our data    ,,
108,new york,ihc   analyst   economics research programmer,bnp paribas,new york  ny, familiarity with large datasets  including importing exporting data and data transformations   extraordinary data management skills    ,,
109,new york,associate data   research analyst,columbia university,new york  ny, as an integral member of the team  the associate data   research analyst focuses on data mining  this includes working with large data sets  and understanding   ,,
111,new york,data scientist,squarespace,new york  ny, we are seeking multiple data scientists who demonstrate sharp intellectual curiosity  data fluency  and a collaborative work ethic    ,,
112,new york,data scientist,dataminr,new york  ny, you're a dedicated data scientist who wants nothing more than to help us sort  analyze and deliver relevant information from terabytes of unstructured data in   ,,
113,new york,data scientist,factset research systems,new york  ny, just the right kind of work for a passionate data scientist and engineer  the candidate should be a creative data scientist and be interested in the financial   ,,
114,new york,senior data scientist,arena,new york  ny, in addition  the data scientist technical lead will  guide junior data scientists in identification and implementation of appropriate data science techniques   ,,
115,new york,research scientist,grammarly  inc ,new york  ny, interest in data science  duties include extracting data from novel sources  developing annotation guidelines  leading annotation efforts  and coordinating   ,,
116,new york,research analyst,the empire state realty trust,new york  ny, interviewreal estate professionals to obtain information and data on assets andownership  non  exempt  part time approximately 15 20 hours week    ,,
118,new york,survey research analyst,dosomething org,new york  ny, data is everywhere  synthesize data from multiple sources  how to work with data at velocity  utilize data to advise product development with cross functional   ,,
119,new york,summer intern   pred informatics,roche,new york  ny, you will work with a multidisciplinary team of data scientists and oncologists while gaining exposure to how drug discovery and development work    ,,
120,new york,instagram   software engineer  machine learning,facebook,new york  ny, develop highly scalable classifiers and tools leveraging machine learning  data regression  and rules based models    ,,
121,new york,postdoctoral research scientist,columbia university,new york  ny, postdoctoral research scientist  candidates must have md and or phd  and must have extensive experience in molecular biology techniques  cell culture  research   ,,
122,new york,data scientist,isaacson search company,new york  ny, must have experience working in a role that involves data research  data processing and the use of techniques such as artificial intelligence  ai  for the   ,,
123,new york,data scientist  forecast analyst,nbcuniversal,new york  ny, experience with data visualization techniques and concepts  ease in picking up new data   analytic tools  working knowledge of statistical principles and its   ,,
124,new york,data analyst,columbia university,new york  ny, under the supervision of the lead data scientists  initiate and complete established data processing pipelines according to the standard operations protocols of   ,,
125,new york,market research analyst,cannon design,new york  ny, synthesize  analyze  interpret data to provide directional insight  cannondesign has an exciting opportunity for a market research analyst    ,,
127,new york,sr  data scientist,nbcuniversal,new york  ny, be part of a team of data scientists that focus on the design and execution of advanced analytical data exploration  mining  inference  models and systems   ,,
128,new york,sr  data scientist   customer glidepaths   audience analytics,j crew group  inc ,new york  ny, senior data scientist – customer glidepath and audience analytics  handle missing data through an algorithmic approach such as multiple imputations to enable   ,,
131,new york,data science financial services analytics senior manager,accenture,new york  ny, employees are encouraged and expected to build their expertise as data scientists  and deploy analytics to business problems    ,,
132,new york,senior performance analyst  dashboard analytics   hospital operations ,nyu hospitals center,new york  ny, ensure a data integrity process by performing quality assurance checks on all inputs and outputs on performance metric reports and establish a routine data   ,,
133,new york,data scientist,fino consulting,new york  ny, strong  demonstrable data analysis skills  guide complex data collection  storage  and processing solutions  fino is looking for a data scientist to expand our   ,,
134,new york,research scientist,yahoo  inc ,new york  ny, data mining  applied machine learning  data visualization and related areas  our scientists specialize in mining large amount of data to make or inform business   ,,
136,new york,vice president director  data   analysis,digitaslbi,new york  ny, vice president director  data   analysis  right now  we’re searching for a whip smart vice president director  data   analysis who’ll lead the team in bringing   ,,
137,new york,senior research   data analyst,international rescue committee,new york  ny, line manage the data analyst position  act as a champion for data within the organisation  including training of senior staff on reporting functionality   ,,
138,new york,software engineer  machine learning,facebook,new york  ny, develop highly scalable classifiers and tools leveraging machine learning  data regression  and rules based models    ,,
139,new york,senior director  head of data   analytics architecture,learnvest,new york  ny, cultivate data and analytics architecture as a core highly specialized competency from existing talent pools of solution architects with analytics skills  or   ,,
140,new york,data scientist,countr,new york  ny, data is your mojo   gets a thrill diving deep into data and solving complex data problems on a daily basis  we are looking for data scientist who is a creative   ,,
141,new york,data scientist,harmony institute,new york  ny, explore relationships within data of various types  articles  research papers  social media  consumption data  and formats  text  audio  visual  etc      ,,
142,new york,data scientist,outfront media,new york  ny, the data scientist role will also use the data to drive independent thinking and questions to better inform and enable the business to make changes ahead of the   ,,
143,new york,sr  data scientist,nielsen,new york  ny, data scientist position  exceptional aptitude for data analysis  the nielsen company is the largest global measurement company in the world with unique   ,,
146,new york,associate computational scientist,mount sinai health system,new york  ny, scientist works with scientists and researchers to effectively use mssm hpc  computational and data workflow    ,,
147,new york,quantitative and data analyst,msci inc ,new york  ny, 2 5 years of experience in a quantitative or data research team  this role requires skills in both analyzing large data sets as well as software development    ,,
148,new york,forensic technology   discovery services manager   data scientist,ey,new york  ny, forensic technology   discovery services manager   data scientist  the role of the forensic technology   discovery services  “ftds”  data scientist manager   ,,
150,new york,senior research scientist,guttmacher,new york  ny, an srs reports to a principalresearch scientist  prs  or to the director of domestic or internationalresearch    ,,
151,new york,data scientist,société générale,new york  ny, as senior data scientist in the digital office team  you will:  the data science team focuses on the following data driven use cases:    ,,
152,new york,senior associate   cognitive data scientist natural language processing,kpmg,new york  ny, kpmg is currently seeking a senior associate   cognitive data scientist natural language processing  to join our national organization    ,,
153,new york,data scientist   lead quantitative analyst,guidepoint global,new york  ny, join guidepoint’s newly formed data   analytics group and help spearhead the development of our growing data offerings    ,,
154,new york,quantitative risk analyst  two harbors,two harbors investment corp ,new york  ny, analyze a variety of different types of data  both time series and descriptive  in response to questions posed by the business units    ,,
155,new york,quantitative researcher in machine learning,two sigma investments  llc ,new york  ny, two sigma combines massive amounts of data  world class  computing power  and statistical expertise to develop sophisticated trading    ,,
156,new york,sr data scientist,aetna,new york  ny, the role will be responsible for extraction and manipulation of data from multiple  large data sources and using the data to deliver solutions and insights   ,,
157,new york,analyst  research it support,gemological institute of america,new york  ny, experience in data sciences and digital image development  supports research database operations  including conversion of scientific data file formats    ,,
158,new york,senior business analyst  underwriting analytics,aig,new york  ny, collaborate with colleagues in a variety of roles across aig  from senior business stakeholders to it professionals and data scientists    ,,
159,new york,director   analytics,j crew group  inc ,new york  ny, be the overall marketing analytics ‘captain’ and lead a team of data scientists to develop predictive models and analytical tools that will drive marketing   ,,
160,new york,director of marketing analytics,learnvest,new york  ny, 10  years of experience as a marketing analyst and or data scientist  partner with data engineering to create a data management platform  design an attribution   ,,
161,new york,senior developer   data scientist,bny mellon,jersey city  nj, prepares and executes test plan and test data and records test results  senior developer  > provides application software development services or technical   ,,
162,new york,director  analytics   integration,nbcuniversal,new york  ny, collaborate as part of a team of data scientists in the design and execution of advanced analytical data exploration  mining  inference  forecasting and   ,,
163,new york,statistical scientist,medidata solutions,new york  ny, provide support functions around model building  including data cleaning and code review  this position will provide statistical models and methodology within   ,,
164,new york,senior decision scientist  campaign analytics  decision management,e trade financial,new york  ny, ensuring integrity and quality control of all reporting related data  spotfire visual basic microsoft excel macros developing sophisticated excel type financial   ,,
165,new york,data analyst ii   ac adolescent health   full time   days,mount sinai health system,new york  ny, generating and transmitting data  statistically  the data analyst will  scientifically  the data analyst will assist    ,,
166,new york,quantitative model validation analyst,société générale,new york  ny, analyzes complex data and associated quantitative analysis  makes recommendations based on findings from data analytics    ,,
167,new york,full stack engineer  data visualization   architecture,viacom,new york  ny, data science  big data  survey data  social data  cloud environments  data platform architecture  bi  data visualization  data automation    ,,
168,new york,director of insights and analytics,bonobos,new york  ny, can easily and clearly communicate with data scientists and engineers and sales associates in the same hour    ,,
170,new york,postdoctoral research scientist fellow,columbia university,new york  ny, practical experience in large scale bioinformatics data analysis with familiarity to both microarray and next generation sequencing data    ,,
171,new york,research analyst  program research,nbcuniversal,englewood cliffs  nj, create in depth reports on cnbc shows and competitive programs  synthesizing information from multiple data sets    ,,
172,new york,data scientist,integral ad science,new york  ny, integral ad science is seeking data scientist to work on challenging fundamental data science problems in online advertising    ,,
173,new york,senior data scientist  analytics,soundcloud,new york  ny, you are an experienced data scientist with a curious analytical mindset  strong product intuition and fantastic storytelling skills    ,,
174,new york,analyst  ad measurement research,conde nast,new york  ny, analyze impact among various segments to find stories within the data  data analysis skills focused on delivering actionable insights with clear and concise   ,,
175,new york,senior data scientist,spreemo,new york  ny, as a senior data scientist at spreemo  you will work with a growing multidisciplinary team of talented data scientists  statisticians  healthcare economists   ,,
176,new york,research analyst   forum,third bridge,new york  ny, we are currently looking to develop our forum team  these are group conference calls  private meetings and roundtables  where industry thought leaders discuss,,
177,new york,data science intern,factset,new york  ny, scientist and engineer  extract  transform  and load data  services  and work with state of the art stack of data    ,,
178,new york,senior data scientist,viacom,new york  ny, as the senior data scientist  you will deal with large scale data sets with intensive hands on code development    ,,
179,new york,equities quantitative analyst,citi,new york  ny, primary location: united states new york new york education: bachelor's degree job function: trading schedule: full time shift: day job employee status:,,
181,new york,data science manager   premium analytics,spotify,new york  ny, data scientists in this area will be answering questions such as  partner with business owners  product owners  and data scientists who are passionate about   ,,
182,new york,machine learning researcher,ijc associates,new york  ny, demonstrated ability to conduct independent research utilizing large data sets  successful researchers manage all aspects of the research process including   ,,
183,new york,research data standards analyst,buzzfeed,new york  ny, research data standards analyst:  we have offices in 18 cities around the world and more than 1300 employees including reporters  video producers  data   ,,
184,new york,data scientist,analytic partners,new york  ny, analytic partners is looking for data scientist candidates with strong analytic and problem solving skills    ,,
185,new york,senior data strategy analyst,neustar  inc ,new york  ny, manage data collection from clients  data review and quality checks of incoming data to ensure high quality data is used in database processing    ,,
186,new york,rri computational scientist new york  ny,fresenius medical care,new york  ny, collaborates with domain scientist such as physiologists  mathematicians and engineers to identify computational problems and map them to parallel computing   ,,
187,new york,senior machine learning engineer,capital one,new york  ny, at capital one  we have seas of big data and rivers of fast data  as machine learning engineer on the data intelligence team  you will contribute to building a   ,,
188,new york,senior scientist  machine learning and virtual screening,schrodinger,new york  ny, senior scientist  machine learning and virtual screening  the ideal candidate is a scientist experienced in the application  development  and refinement of   ,,
189,new york,director  data science,integral ad science,new york  ny, we are seeking a director  data scientist to join our team in new york city  drive the collection of new data and the refinement of existing data sources    ,,
190,new york,research analyst  medicaid fraud control unit  ref# mfcu_ra_nyc_6040 ,new york state office of the attorney general  oag   ,new york  ny, minimum one  1  to three  3  years demonstrated experience in data analysis and data visualization  analyzing healthcare data  medicaid claims and other data   ,,
191,new york,manager research analyst ii   wealth management,bny mellon,new york  ny, across a specific asset class  equity  fixed income  alternatives  real assets  etc   the analyst will be responsible for managing relationships with,,
192,new york,data   applied scientist,microsoft,new york  ny, our partners are building amazing applications and we are looking for a data scientist with strong analytical and developer skills to join the dx technical team   ,,
193,new york,research analyst,1199seiu family of funds,new york  ny, assist data entry clerk  quality control reviewer and research analyst staff regarding questions to complete payroll reports or task in hand to update member’s   ,,
194,new york,enterprise data governance analyst,nyu langone health system,new york  ny, supports the data governance team in conducting moderately complex data analysis to help drive data quality improvement initiatives    ,,
195,new york,statistician,amyx,new york  ny, 5 or more years experience with data migrations and data loading into platforms involving both structured and unstructured data and writing  executing sql and   ,,
196,new york,data scientist,wework,new york  ny, we are seeking at least one experienced or mid level data scientist to join wework’s data science team  3  years practical experience in industry as a data   ,,
197,new york,principal  data science  audience studio,nbcuniversal,new york  ny, serve as a senior data scientist for audience studio data products  you will be part of the audience studio data technology team  participating in the data   ,,
198,new york,data scientist,wink,new york  ny, exploring  manipulating  and visualizing data in big data to find new patterns and signals  emr  data pipeline  kinesis  etc…    ,,
199,new york,information computer research analyst,liebowitz law firm  pllc   copyright attorneys,valley stream  ny, need not apply unless your computer skills are exceptional  young  small  growing  fast paced law firm seeks an energetic  detail oriented  computer,,
201,new york,senior research scientist,guttmacher institute,new york  ny, a senior research scientist  srs  is responsible for serving as a project principal and leading or playing a major role on multiple research projects  including   ,,
202,new york,sr  lead data scientist,iso,jersey city  nj, lead data scientist  iso solutions group of verisk insurance solutions  is seeking an experienced data scientist to serve as the lead technical resource in the   ,,
203,new york,data scientist,elevate recruiting group,new york  ny, machine learning  data mining  making use of the data warehouse  which is one of the media industry’s largest data warehouse environments    ,,
205,new york,data analyst   data scientist,rent the runway,new york  ny, passion for data and its fundamental ability to create value  apply expertise in quantitative analysis and data mining to see beyond the numbers and extract   ,,
206,new york,associate research scientist,columbia university,new york  ny, associate research scientists at columbia seas are junior officers who have demonstrated innovation and excellence in research    ,,
207,new york,research analyst   consumer,7park data,new york  ny, 7park data  a venture backed startup  is the leading data intelligence provider to businesses around the world    ,,
208,new york,conflictof interest review analyst,nyu langone health system,new york  ny, assisting with gathering financial data on business activity with nyulmc  assisting with the cms open payments review process and comparing open payments data   ,,
209,new york,data scientist,skillseq,new york  ny, you can transform unstructured   semi structured data sets into structured data products suitable for analysis and application    ,,
210,new york,data scientist,7park data,new york  ny, we are looking for a data scientist that will help us discover the information hidden in vast amounts of data  and help us make smarter decisions to deliver   ,,
211,new york,analytics director,merkle inc ,new york  ny, the marketing intelligence   director will lead large account team comprised of a mix of analytic direct reports and data scientist matrixed employees    ,,
213,new york,emerging market research analyst – global multi asset team,morgan stanley,new york  ny, proactively communicate relevant new data and updated analysis to portfolio managers  morgan stanley investment management  msim  is a global provider of   ,,
214,new york,senior manager  data engineering,nbcuniversal,new york  ny, extract and transform data from existing data stores  perform ad hoc analyses and report analysis results as part of driving the collection and manipulation of   ,,
215,new york,data scientist,spencer ogden,new york  ny, seeking data scientist  5 years  with experience working on data service products   algorithms  data modelling  datasets  regression  statistics    ,,
216,new york,data scientist,alliancebernstein,new york  ny, the data scientist is responsible for executing on ab’s big data projects  ultimately  the data scientist will help the firm harness big data in making better   ,,
217,new york,analyst  brand collection research,conde nast,new york  ny, work across multiple brands and provide differentiated data that tells each brand’s unique story  1 3 years of experience in data analysis or market research   ,,
218,new york,data engineer,ebay inc ,new york  ny, you will be working with other data scientists and data engineers in a team which includes creating new ai ml models  deploy models in recommendation products   ,,
219,new york,data scientist,fractal analytics,jersey city  nj, relevant academic experience and work experience in statistics  with exposure to data structures and data visualisation    ,,
220,new york,senior data scientist,big cloud,new york  ny,  do you have the skills to create the world's most advanced artificial intelligence system  enable a machine to have a coherent and knowledgeable dialogue ,,
221,new york,senior data scientist,socure,new york  ny, develop machine learning models to apply test data algorithms to future data  analyze large data sets to develop multiple  custom models and algorithms to drive   ,,
222,new york,business intelligence analyst   ted mobile   platforms,ted,new york  ny, you love nerding out with the data scientists and are able to make business sense of big data  experience with mparticle  segment io  or other data platform    ,,
